id,idCliente,celularCliente
1410,1408,3088452981
1411,1018,3627355305
1412,1838,8543918336
1413,1231,5071084600
1414,1556,7753212654
1415,1667,2536763327
1416,1847,3379736954
1417,1890,6337891298
1418,1662,4977327583
1419,1168,5765066690
1420,1683,3584993166
1421,1147,4651307717
1422,1971,3479404338
1423,1965,6801354734
1424,1782,6746946880
1425,1148,2496847068
1426,1371,6365968695
1427,1169,1672111243
1428,1127,4783475876
1429,1590,3325379223
1430,1204,5652781070
1431,1681,8208711722
1432,1407,9274492312
1433,1617,6208302347
1434,1734,8358275266
1435,1159,5509394075
1436,1497,6545111910
1437,1951,5147593222
1438,1085,4121211802
1439,1047,1987944760
1440,1517,1292621768
1441,1751,4305821373
1442,1552,2058931064
1443,1054,5634771026
1444,1393,9646211609
1445,1966,2833016591
1446,1710,6081160770
1447,1567,2541864960
1448,1252,4321747919
1449,1993,8739438661
1450,1157,1199340278
1451,1627,4992322246
1452,1083,7804894838
1453,1151,1779686865
1454,1197,3501016622
1455,1459,5136253695
1456,1323,9983572264
1457,1254,1082678421
1458,1611,1765237092
1459,1178,6125309944
1460,1417,9229305653
1461,1605,7253744766
1462,1307,6346311088
1463,1917,3469779930
1464,1186,1338754097
1465,1088,7113741617
1466,1146,7591587435
1467,1322,6452655588
1468,1466,5696764433
1469,1931,4789132772
1470,1179,2241979937
1471,1957,4577102049
1472,1387,3021952309
1473,1343,7817860529
1474,1313,4935847460
1475,1716,4061842276
1476,1625,3327735451
1477,1061,7903304927
1478,1778,8451425280
1479,1281,4571932475
1480,1219,6469735649
1481,1064,4755432953
1482,1508,3555113312
1483,1050,8767176172
1484,1793,6652849350
1485,1880,4778580383
1486,1055,7149511023
1487,1034,1789969916
1488,1900,6888207372
1489,1850,5017286894
1490,1684,2789624464
1491,1108,9343531703
1492,1983,7142910424
1493,1464,3297598924
1494,1714,5253144874
1495,1959,8162566109
1496,1039,2645438308
1497,1804,6943138835
1498,1988,8569913897
1499,1650,3532463706
1500,1035,1136479916
1501,1879,8307431662
1502,1739,3561474128
1503,1670,1538260176
1504,1583,2747995510
1505,1267,6572457783
1506,1651,8827769037
1507,1785,3839985971
1508,1485,7079602515
1509,1531,9725291547
1510,1228,1003875786
1511,1089,4994572055
1512,1262,9963399519
1513,1288,9255764957
1514,1693,9213962935
1515,1405,2289430441
1516,1155,7664900640
1517,1607,7247688798
1518,1547,1037285468
1519,1859,3121994884
1520,1758,6283908276
1521,1445,1229122543
1522,1101,6439453705
1523,1845,9695245160
1524,1995,2671216937
1525,1848,1108071619
1526,1289,9867359801
1527,1230,3046617353
1528,1378,1237709793
1529,1346,9902426837
1530,1742,9524612930
1531,1390,3966234813
1532,1370,8514935912
1533,1380,4749997929
1534,1442,5619972789
1535,1160,9118161694
1536,1294,6397553162
1537,1483,2248763435
1538,1977,2361497430
1539,1725,5693364453
1540,1776,2134600628
1541,1589,3721044228
1542,1685,9964000235
1543,1199,2725650723
1544,1372,9039844803
1545,1167,3222952086
1546,1348,7292891083
1547,1708,9085263135
1548,1915,1923659357
1549,1729,1923508679
1550,1170,6422235958
1551,1613,3267713531
1552,1608,9497746681
1553,1163,2266705859
1554,1687,5739486348
1555,1379,9765072868
1556,1259,5081248757
1557,1243,9378494930
1558,1883,7168421844
1559,1038,6157798190
1560,1046,8637558182
1561,1587,4012037926
1562,1515,8944208773
1563,1506,4038221125
1564,1512,7857525292
1565,1263,1214019945
1566,1446,5031663448
1567,1185,2639455225
1568,1328,3803725972
1569,1385,6993622677
1570,1051,2778333363
1571,1561,3102800772
1572,1126,4298163802
1573,1411,7502551384
1574,1488,8679973144
1575,1874,5933562627
1576,1239,7108615454
1577,1338,7239359576
1578,1479,6779936930
1579,1522,1313005706
1580,1818,9026686100
1581,2000,5716585481
1582,1067,2824241171
1583,1350,4448902038
1584,1657,2558927952
1585,1443,7603142180
1586,1337,5184261254
1587,1537,6352481790
1588,1579,7111331556
1589,1107,2601222248
1590,1679,2676681671
1591,1834,7728382340
1592,1330,7598104384
1593,1633,7664777482
1594,1027,6859748630
1595,1907,8923086676
1596,1939,9611314798
1597,1375,1054437419
1598,1269,2101883140
1599,1084,7473485491
1600,1853,7502439004
1601,1137,3023417877
1602,1116,5993393773
1603,1837,4822531760
1604,1235,1907199787
1605,1426,6626236761
1606,1816,4776328057
1607,1514,9308226358
1608,1449,1091642552
1609,1467,5424914595
1610,1052,5292956259
1611,1520,1143380613
1612,1511,5681907592
1613,1964,9089926340
1614,1339,5568203649
1615,1187,4162015391
1616,1532,6262984254
1617,1786,2774992895
1618,1956,6799401742
1619,1571,4886612876
1620,1453,3199735727
1621,1069,2825332499
1622,1056,2502153390
1623,1122,1769873071
1624,1752,6654886898
1625,1719,8007189823
1626,1524,2341685169
1627,1351,7874169839
1628,1612,7592516697
1629,1238,5772133963
1630,1800,8565917379
1631,1095,7325544658
1632,1461,6427440918
1633,1549,2945484964
1634,1985,8437646876
1635,1265,7053013922
1636,1735,7663567630
1637,1783,4339364973
1638,1647,9561975217
1639,1100,4454285871
1640,1916,4753854533
1641,1889,3151567561
1642,1746,8671786720
1643,1212,5918378841
1644,1788,2162213949
1645,1111,7262322334
1646,1941,6962218344
1647,1521,8439830536
1648,1676,3481057830
1649,1674,1143036999
1650,1490,1498875777
1651,1823,6011974987
1652,1877,6302497143
1653,1989,7954810417
1654,1384,8004871567
1655,1131,3132381989
1656,1843,1985402903
1657,1270,4958173116
1658,1935,1889850236
1659,1481,1526802571
1660,1912,3407562609
1661,1873,6266607197
1662,1092,7072654611
1663,1242,1824534493
1664,1245,5149761755
1665,1857,8626400549
1666,1882,5846894170
1667,1180,9351506831
1668,1429,4114575830
1669,1875,8872153683
1670,1564,7576495441
1671,1553,5012148535
1672,1769,7147940370
1673,1079,1553887131
1674,1166,3622822573
1675,1566,1714657287
1676,1533,7001956106
1677,1280,6145127143
1678,1666,3871376252
1679,1010,7215963667
1680,1103,4642335481
1681,1901,2265074877
1682,1938,2786232128
1683,1297,1487970160
1684,1862,9644653391
1685,1317,1471768482
1686,1570,6603663136
1687,1596,3873409006
1688,1554,7199062590
1689,1646,8252465842
1690,1749,4215940636
1691,1120,9436138612
1692,1463,5978700368
1693,1745,7878156198
1694,1220,2261502738
1695,1775,1521920666
1696,1980,1775946874
1697,1578,1639182133
1698,1893,4216397811
1699,1334,1403279193
1700,1491,6406869391
1701,1963,3921485515
1702,1655,9304693129
1703,1974,2094783566
1704,1106,5525954805
1705,1970,2845550143
1706,1595,5703081183
1707,1545,5522142082
1708,1741,5313672748
1709,1118,9737256378
1710,1153,2147398310
1711,1315,3202117720
1712,1712,1346954069
1713,1748,1423080813
1714,1663,9621349252
1715,1902,2817259074
1716,1218,6151930109
1717,1950,3051887166
1718,1326,7607820662
1719,1369,6483639017
1720,1773,2077245285
1721,1255,8605760240
1722,1249,7736819333
1723,1032,8207700791
1724,1922,4251388215
1725,1702,2928818360
1726,1173,1725548217
1727,1222,6635708989
1728,1373,8245280237
1729,1454,2762270211
1730,1542,8791826954
1731,1658,2834619733
1732,1518,7621529105
1733,1498,3519154223
1734,1427,8396564210
1735,1290,4696300574
1736,1603,4999154032
1737,1962,6211548439
1738,1397,4251987631
1739,1669,3313272173
1740,1826,3774068628
1741,1896,7332705486
1742,1279,9241573513
1743,1184,9811478355
1744,1921,6827328628
1745,1672,4391848696
1746,1846,1455308470
1747,1987,3901841573
1748,1365,9689766247
1749,1090,7826169493
1750,1675,1665807588
1751,1472,3303104810
1752,1546,9157371443
1753,1661,5938345087
1754,1777,1354148051
1755,1535,1867276724
1756,1947,4744627231
1757,1895,5634954277
1758,1919,8879970675
1759,1940,1483328533
1760,1891,9457239920
1761,1447,4383130631
1762,1911,5327498714
1763,1205,7831097878
1764,1992,9743047218
1765,1822,4197378121
1766,1114,1042169813
1767,1779,8036853657
1768,1465,8712573871
1769,1332,9877057769
1770,1494,8212539518
1771,1538,3681896574
1772,1329,9154372285
1773,1206,2773597259
1774,1452,5924855944
1775,1324,5922982097
1776,1278,9075736676
1777,1936,8406342120
1778,1737,7197391080
1779,1771,5695154835
1780,1029,3747793837
1781,1680,4931373965
1782,1812,2159212680
1783,1309,7884956623
1784,1618,8702022879
1785,1054,3757773329
1786,1418,9726359105
1787,1585,4724489126
1788,1349,4925825885
1789,1948,3989885427
1790,1268,3777713366
1791,1037,6789622714
1792,1312,3204379054
1793,1340,1305321109
1794,1158,4022282890
1795,1565,2413420788
1796,1344,9648659140
1797,1650,9419827409
1798,1794,2216009107
1799,1341,6235275548
1800,1509,1394067761
1801,1421,7921966380
1802,1199,8113620174
1803,1917,8171829432
1804,1666,3653441551
1805,1490,2174819413
1806,1990,9891578207
1807,1582,8642994793
1808,1013,6836752110
1809,1105,7788846872
1810,1876,8334454820
1811,1396,1257738576
1812,1588,7541549092
1813,1531,5254065840
1814,1571,7504360495
1815,1632,6825084430
1816,1456,8931181748
1817,1201,5152426581
1818,1861,8332303031
1819,1398,4581209535
1820,1725,4033341603
1821,1882,2312082047
1822,1049,9747602017
1823,1493,2506299071
1824,1910,3466883685
1825,1330,4772357382
1826,1321,3084638004
1827,1222,1163324969
1828,1949,8131756819
1829,1743,4951681967
1830,1342,5639479836
1831,1375,5737101457
1832,1979,8729929256
1833,1251,3479938145
1834,1346,5096075081
1835,1345,8174274699
1836,1797,9206115815
1837,1138,5129001393
1838,1408,3618987927
1839,1690,6612619350
1840,1165,6025694551
1841,1281,8627098803
1842,1567,7509352494
1843,1022,2507166655
1844,1813,2272107191
1845,1560,4443572938
1846,1960,5763257664
1847,1914,2971849426
1848,1510,4228400583
1849,1717,1844984490
1850,1497,8141483934
1851,1034,4823978448
1852,1262,6949322330
1853,1052,7439515721
1854,1928,5354589303
1855,1846,9374759637
1856,1529,5639426493
1857,1871,4837923960
1858,1911,2634146469
1859,1110,2381197823
1860,1355,3022695426
1861,1992,7091467991
1862,1406,3722242060
1863,1482,1598992417
1864,1399,1344104605
1865,1260,7063243874
1866,1730,3576131192
1867,1113,3542434162
1868,1053,3123340055
1869,1442,7176482670
1870,1188,3853437279
1871,1016,1431518111
1872,1180,1592705430
1873,1359,4579833007
1874,1642,5759866973
1875,1446,6493898122
1876,1581,4753053537
1877,1693,7163632585
1878,1700,3347368410
1879,1823,3542145204
1880,1006,1259773461
1881,1920,2109681553
1882,1284,6243564109
1883,1539,7733291953
1884,1081,7327382408
1885,1256,7641392697
1886,1966,2181559978
1887,1726,2218754890
1888,1749,8675147671
1889,1394,2338601901
1890,1126,8578283957
1891,1983,9082918384
1892,1697,7693736553
1893,1080,5071525756
1894,1707,3713635764
1895,1400,3742782194
1896,1869,6329285506
1897,1217,2413928466
1898,1282,3072304534
1899,1459,5095874837
1900,1528,7193857563
1901,1674,1029766337
1902,1265,9895870922
1903,1830,3125283177
1904,1755,3491836326
1905,1657,7597391323
1906,1848,3652079183
1907,1163,7331441596
1908,1495,2203651427
1909,1305,9997416136
1910,1492,5764173904
1911,1194,7187937960
1912,1934,3413091821
1913,1366,3633652539
1914,1989,2761524871
1915,2000,7445046280
1916,1354,4055422431
1917,1937,6229741245
1918,1179,2543394896
1919,1491,4471861300
1920,1692,3238081658
1921,1301,3764121395
1922,1963,1739194329
1923,1879,2856286314
1924,1066,7284615169
1925,1255,5486030905
1926,1558,1074878750
1927,1764,9512038864
1928,1592,8791557780
1929,1424,9191567903
1930,1437,7042296397
1931,1865,9997219381
1932,1507,4229340398
1933,1139,6102646167
1934,1714,5132321526
1935,1380,3969229430
1936,1888,1494431764
1937,1684,9186229228
1938,1770,7043952293
1939,1728,2132464254
1940,1802,1618756041
1941,1259,4454610254
1942,1971,3361842790
1943,1691,3801783431
1944,1142,7059883640
1945,1334,5574031654
1946,1669,6413825610
1947,1733,1399684452
1948,1103,4424596041
1949,1926,5378416269
1950,1662,6247756724
1951,1315,6035347126
1952,1107,7726661803
1953,1704,5283661882
1954,1584,5738005355
1955,1228,8242615402
1956,1630,1609845864
1957,1232,6791246372
1958,1416,2508406644
1959,1405,3434049755
1960,1769,2718869495
1961,1190,8841377201
1962,1969,5596288195
1963,1207,8745001304
1964,1010,9956595549
1965,1090,3637347047
1966,1071,6545403015
1967,1818,8681158718
1968,1787,5689490800
1969,1382,2554001883
1970,1378,6106755325
1971,1792,4472220640
1972,1025,3534322762
1973,1019,5041423073
1974,1838,2671735085
1975,1134,7815764038
1976,1689,8123113693
1977,1542,5781996040
1978,1402,8473756929
1979,1654,1617107881
1980,1748,1586515905
1981,1978,5247173615
1982,1472,1245560875
1983,1958,9979357854
1984,1320,8745597250
1985,1907,9477193165
1986,1625,1806705843
1987,1520,1092484429
1988,1559,9488873691
1989,1791,1624395855
1990,1923,8901069340
1991,1746,1825835470
1992,1410,5567170190
1993,1343,9892692325
1994,1477,2452048028
1995,1513,1735356373
1996,1924,3517493788
1997,1921,5361801258
1998,1933,1858746110
1999,1150,3911095336
2000,1655,9537906262
